symbol,timestamp,datetime,direction,move_pct,low,high,rsi,bb_pct_b,zscore,volume_ratio,funding_rate,sma_slope_pct
ACEUSDT,1776510000000,2026-04-18 12:00,DOWN,14.707903780068731,0.1455,0.1669,64.00742115027829,0.8393130653311444,1.3572522613245777,1.8926599650874019,5e-05,0.21456974606958243
ACEUSDT,1776513600000,2026-04-18 13:00,DOWN,11.126961483594867,0.1402,0.1558,36.916835699797176,0.017661301653732194,-1.92935479338507,1.2448992367019618,5e-05,0.032430050671956014
MOVRUSDT,1776344400000,2026-04-16 14:00,DOWN,10.202550637659424,1.333,1.469,75.49019607843132,0.9808362578961204,1.9233450315844747,1.2945252980613413,-0.00127234,0.12633476185196804
MOVRUSDT,1776402000000,2026-04-17 06:00,UP,93.3011049723757,1.448,2.799,62.50000000000003,1.332425941212967,3.329703764851852,4.681121281211374,-0.00127234,-0.03055331637416032
MOVRUSDT,1776405600000,2026-04-17 07:00,UP,30.88587390263368,2.506,3.28,89.24380704041721,0.9428695233666344,1.7714780934665373,4.819775101274616,-0.00127234,1.0307636378862983
MOVRUSDT,1776409200000,2026-04-17 08:00,UP,32.83255086071987,3.195,4.244,72.83349561830575,1.0277678415280649,2.1110713661122595,1.9415958067832502,-0.00127234,1.4811593632430433
MOVRUSDT,1776412800000,2026-04-17 09:00,DOWN,42.44912531238843,2.801,3.99,62.36059479553903,0.6215851961048245,0.48634078441929834,0.9839512176242883,-0.00127234,1.9638656467055724
MOVRUSDT,1776416400000,2026-04-17 10:00,UP,34.04333455747338,2.723,3.65,14.391891891891888,0.10976298097311053,-1.5609480761075583,0.8176194929375044,-0.00127234,1.1469657132775235
MOVRUSDT,1776420000000,2026-04-17 11:00,DOWN,22.288313505948214,2.858,3.495,52.42857142857143,0.700805497625452,0.8032219905018081,0.9419569000827525,-0.00127234,0.692508441454022
MOVRUSDT,1776423600000,2026-04-17 12:00,UP,14.904187366926896,2.818,3.238,30.85774058577408,0.35991309806716126,-0.560347607731355,0.8576980824300822,-0.00127234,0.18530636607317338
MOVRUSDT,1776427200000,2026-04-17 13:00,DOWN,17.171717171717162,2.97,3.48,67.65327695560252,1.1776385842226356,2.7105543368905423,2.332524162299045,-0.00127234,-0.49090671423090576
MOVRUSDT,1776430800000,2026-04-17 14:00,UP,43.13141343925852,3.021,4.324,46.892039258451476,0.22653207546934848,-1.0938716981226064,0.6155482738959605,-0.00127234,-0.10732624575105854
MOVRUSDT,1776434400000,2026-04-17 15:00,DOWN,25.14220705346986,3.516,4.4,74.6734809767178,0.8806544449898085,1.5226177799592349,3.173242685062094,-0.00127234,0.4148649693007985
MOVRUSDT,1776438000000,2026-04-17 16:00,DOWN,18.25713409021173,3.259,3.854,33.378196500672956,0.4241235820843732,-0.30350567166250664,1.0349408885158904,-0.00127234,0.4328860972622973
MOVRUSDT,1776441600000,2026-04-17 17:00,UP,15.997548268464612,3.263,3.785,19.32270916334663,0.04938024279087409,-1.802479028836503,1.0598372210243203,-0.00127234,0.25024279276096184
MOVRUSDT,1776445200000,2026-04-17 18:00,DOWN,10.757575757575758,3.3,3.655,64.35452793834295,0.6850093713853254,0.7400374855413018,0.643135538940182,-0.00127234,0.2708279346218925
MOVRUSDT,1776448800000,2026-04-17 19:00,DOWN,12.072968490878933,3.015,3.379,18.356643356643346,-0.004915189487056857,-2.019660757948226,1.421480125156596,-0.00127234,-0.036623440812839476
MOVRUSDT,1776463200000,2026-04-17 23:00,UP,11.931420573827843,2.858,3.199,36.3636363636363,0.26858593050494217,-0.9256562779802302,0.659168870881535,-0.00127234,-0.3655168052537821
MOVRUSDT,1776470400000,2026-04-18 01:00,DOWN,14.636015325670504,2.61,2.992,34.538152610441756,-0.013330320928529303,-2.053321283714112,1.4318069858695865,-0.00127234,-0.04693177148556747
MOVRUSDT,1776477600000,2026-04-18 03:00,DOWN,11.061040557148711,2.441,2.711,55.39906103286389,0.2934693734514285,-0.826122506194285,0.6006353067689748,-0.00127234,-0.13038051623261138
MOVRUSDT,1776484800000,2026-04-18 05:00,DOWN,19.473684210526336,2.28,2.724,44.41260744985673,0.32062239614353066,-0.7175104154258762,1.1445933268745072,-0.00127234,-0.4193683560495743
MOVRUSDT,1776488400000,2026-04-18 06:00,UP,10.176800344976291,2.319,2.555,48.15384615384616,0.2624399547859071,-0.9502401808563731,0.7054829141836724,-0.00127234,-0.3329625170513494
MOVRUSDT,1776564000000,2026-04-19 03:00,DOWN,10.796915167095102,1.945,2.155,41.66666666666658,0.5554343096811261,0.22173723872450443,1.579127349981537,-0.00127234,-0.10789774469626692
MOVRUSDT,1776585600000,2026-04-19 09:00,UP,10.85949562532166,1.943,2.154,58.15899581589956,0.6853150299438308,0.7412601197753234,0.849981066178119,-0.00127234,0.002750924278563243
MOVRUSDT,1776657600000,2026-04-20 05:00,UP,10.540115364446779,1.907,2.108,71.34146341463418,0.6689968705040522,0.6759874820162096,1.20038480127647,-0.00127234,0.00357730354929042
MOVRUSDT,1776736800000,2026-04-21 03:00,UP,10.279388508170799,1.897,2.092,25.217391304348,-0.09230644801129807,-2.3692257920451842,1.3929621938011325,-0.00127234,0.014581182779208945
MOVRUSDT,1776740400000,2026-04-21 04:00,UP,13.702171664943119,1.934,2.199,59.2452830188679,0.7160942141720308,0.864376856688123,7.985794295856685,-0.00127234,0.012543076135172361
MOVRUSDT,1776945600000,2026-04-23 13:00,UP,13.284753363228694,1.784,2.021,50.0,0.1933701853590132,-1.22651925856395,1.6142213523431683,-0.00127234,0.15151515151514838
MOVRUSDT,1776949200000,2026-04-23 14:00,UP,37.28354978354977,1.848,2.537,60.28368794326241,0.6934833141409195,0.7739332565636776,0.8062608903907217,-0.00127234,0.1974593001611649
MOVRUSDT,1776952800000,2026-04-23 15:00,UP,28.69991823385118,2.446,3.148,92.44114002478315,0.9665153334315874,1.8660613337263496,2.943771378048613,-0.00127234,0.5925723475516784
MOVRUSDT,1776956400000,2026-04-23 16:00,UP,19.188323246707,2.809,3.348,68.18897637795274,0.7232170068908225,0.89286802756329,1.5598719994304968,-0.00127234,1.0929020805293022
MOVRUSDT,1776960000000,2026-04-23 17:00,DOWN,13.361611876988322,2.829,3.207,52.599388379204875,0.5418617757419522,0.16744710296780874,1.5468144797505297,-0.00127234,1.0729729828258225
MOVRUSDT,1776963600000,2026-04-23 18:00,UP,14.027149321266963,2.652,3.024,18.72791519434628,-0.16571846191248812,-2.662873847649955,2.2143000728558917,-0.00127234,0.8220266971862329
MOVRUSDT,1776967200000,2026-04-23 19:00,DOWN,12.192393736017895,2.682,3.009,43.00000000000002,0.6394966003699619,0.5579864014798471,0.9761022156344378,-0.00127234,0.4193656010972733
AIUSDT,1776492000000,2026-04-18 07:00,UP,11.612638489946653,0.02437,0.0272,77.36842105263162,1.0618491095393359,2.2473964381573386,3.8051446795941866,5e-05,0.08729716866200504
XAIUSDT,1776535200000,2026-04-18 19:00,DOWN,14.80446927374303,0.01074,0.01233,48.18181818181817,0.39988424376161186,-0.40046302495355107,0.5658128498505947,5e-05,0.08294847592109976
MANTAUSDT,1775930400000,2026-04-11 19:00,UP,11.64372970465439,0.06467,0.0722,84.53038674033141,0.9551097710704294,1.82043908428171,3.2034297507081475,-5.33e-06,0.06851590783483216
